time,state,depth_m,hold_depth_m,yaw_deg,roll_deg,pitch_deg,battery_voltage_v,battery_current_a,battery_remaining_pct,pressure_hpa,pressure_temperature_c,stabilize,depth_hold_active,yaw_hold_active,gain_percent,control_timeout,mavlink_link_dead
1782397947.743202,OK,0.0,0.0,57.14194729986378,-55.77442242052382,14.903888670908394,,,,1018.699951171875,22.91,0,0,0,100,0,0
1782397947.8438687,OK,0.0,0.0,57.14043619329334,-55.77375472423629,14.905238445080663,,,,1018.7999877929688,22.9,0,0,0,100,0,0
1782397947.944572,OK,0.0,0.0,57.14190265391565,-55.77419023780738,14.904856387817606,,,,1018.699951171875,22.9,0,0,0,100,0,0
1782397948.0452387,OK,0.0,0.0,57.14139616850186,-55.774484103376906,14.905285599277104,,,,1018.3999633789062,22.9,0,0,0,100,0,0
1782397948.1458998,OK,0.0,0.0,57.140138355547094,-55.77483859848725,14.905855426047445,,,,1018.7999877929688,22.91,0,0,0,100,0,0
1782397948.2465606,OK,0.0,0.0,57.140490997382486,-55.775034257765434,14.905574118581445,,,,1019.0999755859375,22.91,0,0,0,100,0,0
1782397948.347221,OK,0.0,0.0,57.13811479198961,-55.77584445217369,14.905912207692305,,,,1018.5,22.91,0,0,0,100,0,0
1782397948.4478943,OK,0.0,0.0,57.135496196611896,-55.77535270739047,14.906874366839205,,,,1018.0999755859375,22.91,0,0,0,100,0,0
1782397948.548563,OK,0.0,0.0,57.13626534038656,-55.77510821807088,14.906495711501659,,,,1018.8999633789062,22.9,0,0,0,100,0,0
1782397948.6492493,OK,0.0,0.0,57.13751726906082,-55.775672444169274,14.90670594442963,,,,1018.699951171875,22.9,0,0,0,100,0,0
1782397948.7500017,OK,0.0,0.0,57.137224292644134,-55.775444473325834,14.907681046593794,,,,1019.199951171875,22.9,0,0,0,100,0,0
1782397948.8506854,OK,0.0,0.0,57.13747497866844,-55.775917847569254,14.908105967156871,,,,1018.5,22.9,0,0,0,100,0,0
1782397948.9513822,OK,0.0,0.0,57.13804903753162,-55.77650713579467,14.907767188611125,,,,1018.2999877929688,22.91,0,0,0,100,0,0
1782397949.0521371,OK,0.0,0.0,57.140395955932455,-55.7772812427451,14.905495431599196,,,,1018.8999633789062,22.91,0,0,0,100,0,0
1782397949.1528115,OK,0.0,0.0,57.13740057434793,-55.77557951346713,14.906600026388402,,,,1018.7999877929688,22.9,0,0,0,100,0,0
1782397949.2534797,OK,0.0,0.0,57.13347138721568,-55.7734520290093,14.910479399100602,,,,1018.3999633789062,22.91,0,0,0,100,0,0
1782397949.3541744,OK,0.0,0.0,57.12804946894182,-55.77090089216933,14.913322980642508,,,,1018.199951171875,22.9,0,0,0,100,0,0
1782397949.456204,OK,0.0,0.0,57.131811261312244,-55.773766263664506,14.909060722514662,,,,1018.199951171875,22.9,0,0,0,100,0,0
1782397949.556914,OK,0.0,0.0,57.13255469241595,-55.774277830355295,14.909277194055003,,,,1018.2999877929688,22.91,0,0,0,100,0,0
1782397949.6575518,OK,0.0,0.0,57.135154749287615,-55.774728176261476,14.909130826737993,,,,1018.5,22.91,0,0,0,100,0,0
1782397949.7581992,OK,0.0,0.0,57.13251312878403,-55.77350634427918,14.910625570319603,,,,1018.5999755859375,22.9,0,0,0,100,0,0
1782397949.8588765,OK,0.0,0.0,57.133615892164826,-55.77363167233898,14.909934399337619,,,,1018.699951171875,22.9,0,0,0,100,0,0
1782397949.9599054,OK,0.0,0.0,57.13273748369858,-55.7746077538394,14.909587354415867,,,,1019.0,22.91,0,0,0,100,0,0
1782397950.0606623,OK,0.0,0.0,57.13685180784917,-55.77704866644782,14.906170601022158,,,,1018.5999755859375,22.91,0,0,0,100,0,0
1782397950.1613657,OK,0.0,0.0,57.134037577708725,-55.77505626720442,14.908943987859864,,,,1018.699951171875,22.91,0,0,0,100,0,0
1782397950.262044,OK,0.0,0.0,57.13586196769241,-55.77610238594292,14.906120194088041,,,,1018.7999877929688,22.9,0,0,0,100,0,0
1782397950.362709,OK,0.0,0.0,57.136669332780485,-55.77721740651462,14.905580494813819,,,,1018.3999633789062,22.91,0,0,0,100,0,0
1782397950.4634006,OK,0.0,0.0,57.140072331707735,-55.784001195774245,14.901040103411269,,,,1018.2999877929688,22.9,0,0,0,100,0,0
1782397950.5641985,OK,0.0,0.0,57.153420912871816,-55.782251015091845,14.919282313099824,,,,1018.699951171875,22.9,0,0,0,100,0,0
1782397950.6648467,OK,0.0,0.0,57.15352593320105,-55.78444677415859,14.915523258139437,,,,1018.7999877929688,22.9,0,0,0,100,0,0
1782397950.7655215,OK,0.0,0.0,57.127432509403576,-55.77424379078379,14.908808959082213,,,,1018.5,22.9,0,0,0,100,0,0
1782397950.8661993,OK,0.0,0.0,57.11939819343414,-55.7743366069942,14.906021663113942,,,,1018.7999877929688,22.9,0,0,0,100,0,0
1782397950.9668567,OK,0.0,0.0,57.127024793275595,-55.769291218280856,14.909667590534779,,,,1018.2999877929688,22.9,0,0,0,100,0,0
1782397951.067585,OK,0.0,0.0,57.130684053904886,-55.7712825113395,14.917204921538291,,,,1018.7999877929688,22.9,0,0,0,100,0,0
1782397951.1682646,OK,0.0,0.0,57.12841789264549,-55.77400667207705,14.910815408941126,,,,1018.199951171875,22.9,0,0,0,100,0,0
1782397951.2689054,OK,0.0,0.0,57.12441210336768,-55.77112919254039,14.912043810510111,,,,1019.0,22.9,0,0,0,100,0,0
1782397951.3695743,OK,0.0,0.0,57.12720313865624,-55.77216306356924,14.913334080298894,,,,1018.3999633789062,22.91,0,0,0,100,0,0
1782397951.4702554,OK,0.0,0.0,57.12433147640153,-55.772810704409785,14.915435776116961,,,,1018.5999755859375,22.9,0,0,0,100,0,0
1782397951.5708916,OK,0.0,0.0,57.12199864906685,-55.772224975743875,14.917671932724035,,,,1018.5,22.91,0,0,0,100,0,0
1782397951.6715443,OK,0.0,0.0,57.12372951050246,-55.77180569132444,14.918081101037542,,,,1018.199951171875,22.91,0,0,0,100,0,0
1782397951.7721586,OK,0.0,0.0,57.124321653498264,-55.77232390900868,14.918354933979089,,,,1018.199951171875,22.91,0,0,0,100,0,0
1782397951.872814,OK,0.0,0.0,57.12318009481711,-55.77195739428229,14.91878233590761,,,,1018.7999877929688,22.9,0,0,0,100,0,0
1782397951.9734652,OK,0.0,0.0,57.119560847997334,-55.772531940568506,14.919528309680421,,,,1018.699951171875,22.9,0,0,0,100,0,0
